quarter,kind,registrant,client,income_trail4_or_firstq,filing_uuid,lda_public_url
2023-Q3,term,THE VOGEL GROUP,IROBOT CORP,236000,7d46a93e-3d09-4e4d-a25f-6d626deda6f8,https://lda.senate.gov/filings/public/filing/7d46a93e-3d09-4e4d-a25f-6d626deda6f8/print/
2023-Q3,term,"CAPITOL TAX PARTNERS, LLP","H&R Block Management, LLC",230000,e57105a7-6ba9-49a3-969e-95260de6e74e,https://lda.senate.gov/filings/public/filing/e57105a7-6ba9-49a3-969e-95260de6e74e/print/
2023-Q3,term,"LSN PARTNERS, LLC","HRP Philadelphia Holdings, LLC",230000,ddf49ec1-1184-4a29-9647-41bbc4a24581,https://lda.senate.gov/filings/public/filing/ddf49ec1-1184-4a29-9647-41bbc4a24581/print/
2023-Q3,term,"ESP ADVISORS, LLC",OCEAN POWER TECHNOLOGIES,230000,c0263cea-0af0-4f51-ad17-8977e2beb9e7,https://lda.senate.gov/filings/public/filing/c0263cea-0af0-4f51-ad17-8977e2beb9e7/print/
2023-Q3,term,THORN RUN PARTNERS,SOLVE ME/CFS INITIATIVE,230000,056d04f1-3c84-4122-a144-24b261f58aac,https://lda.senate.gov/filings/public/filing/056d04f1-3c84-4122-a144-24b261f58aac/print/
2023-Q3,term,J.A. GREEN AND COMPANY (FORMERLY LLC),"TRUE ANOMALY, INC.",230000,79b14f4e-0a48-4b39-b17d-5c1b7f14d41f,https://lda.senate.gov/filings/public/filing/79b14f4e-0a48-4b39-b17d-5c1b7f14d41f/print/
2023-Q3,term,"SBL STRATEGIES, LLC",Yandex N.V.,223500,0ccbaebd-7316-400f-924d-514f2ae0d06b,https://lda.senate.gov/filings/public/filing/0ccbaebd-7316-400f-924d-514f2ae0d06b/print/
2023-Q4,hire,BALLARD PARTNERS,"VOREX USA, LLC",220000,69ffb79e-1fa5-4e58-a58b-4407f3e95c72,https://lda.senate.gov/filings/public/filing/69ffb79e-1fa5-4e58-a58b-4407f3e95c72/print/
2023-Q4,hire,"MERCURY PUBLIC AFFAIRS, LLC","Gotion, Inc.",200000,4d2d5e6a-1f68-4937-9fa5-42b8903d41d6,https://lda.senate.gov/filings/public/filing/4d2d5e6a-1f68-4937-9fa5-42b8903d41d6/print/
2023-Q4,hire,"THE MAJORITY GROUP, LLC","PENNYMAC LOAN SERVICES, LLC",200000,ab6f530f-0926-4094-97f3-6edc63855861,https://lda.senate.gov/filings/public/filing/ab6f530f-0926-4094-97f3-6edc63855861/print/
2023-Q4,hire,POLSINELLI PC,Apple Inc.,180000,3f1f04ad-0765-4b62-bf69-428feba33755,https://lda.senate.gov/filings/public/filing/3f1f04ad-0765-4b62-bf69-428feba33755/print/
2023-Q4,hire,"AVOQ, LLC","Complete Genomics, Inc.",150000,86b7bc79-2d49-4220-961d-5a8ded32dd4f,https://lda.senate.gov/filings/public/filing/86b7bc79-2d49-4220-961d-5a8ded32dd4f/print/
2023-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",YILDIRIM INTERNATIONAL INVESTMENT HOLDING,150000,bcd8bf93-9a7e-4cef-a469-69353b7f5df8,https://lda.senate.gov/filings/public/filing/bcd8bf93-9a7e-4cef-a469-69353b7f5df8/print/
2023-Q4,hire,AKIN GUMP STRAUSS HAUER & FELD,"CONSTELLIS HOLDINGS, LLC",120000,43232cbd-922c-4f1e-acea-eb8b14317f98,https://lda.senate.gov/filings/public/filing/43232cbd-922c-4f1e-acea-eb8b14317f98/print/
2023-Q4,hire,BEN BARNES GROUP LP,RENCO CORPORATION/BLUE STAR NBR,120000,86f72d30-4d61-4e48-9b7d-f32203168197,https://lda.senate.gov/filings/public/filing/86f72d30-4d61-4e48-9b7d-f32203168197/print/
2023-Q4,hire,"GIBSON, DUNN & CRUTCHER LLP","Choice Hotels, International, Inc.",110000,bfc12ef1-c01b-4e12-a804-aef503aa4cb2,https://lda.senate.gov/filings/public/filing/bfc12ef1-c01b-4e12-a804-aef503aa4cb2/print/
2023-Q4,hire,SQUIRE PATTON BOGGS,EDISON S.P.A.,110000,557e49de-aea5-4831-a73e-be9bbc436dec,https://lda.senate.gov/filings/public/filing/557e49de-aea5-4831-a73e-be9bbc436dec/print/
2023-Q4,hire,ICE MILLER LLP,CITY OF COLUMBUS,100000,0db1f15c-1449-42d9-89fb-7bf72bf12ada,https://lda.senate.gov/filings/public/filing/0db1f15c-1449-42d9-89fb-7bf72bf12ada/print/
2023-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",IVANHOE MINES LTD.,100000,a133bf34-1786-4ec4-9403-99df3ed23ec8,https://lda.senate.gov/filings/public/filing/a133bf34-1786-4ec4-9403-99df3ed23ec8/print/
2023-Q4,hire,INVARIANT LLC,FINKELSTEIN METALS USA,90000,a63e44a2-c589-4c09-bbe7-9c47f8895433,https://lda.senate.gov/filings/public/filing/a63e44a2-c589-4c09-bbe7-9c47f8895433/print/
2023-Q4,hire,DLA PIPER LLP (US),"OpenAI OpCo, LLC",90000,cbad7c81-7058-45fc-8658-2436ce676257,https://lda.senate.gov/filings/public/filing/cbad7c81-7058-45fc-8658-2436ce676257/print/
2023-Q4,hire,"ALPINE GROUP PARTNERS, LLC.","Palantir Technologies, Inc.",90000,f29fac26-2045-4ef6-8b33-b456254cba18,https://lda.senate.gov/filings/public/filing/f29fac26-2045-4ef6-8b33-b456254cba18/print/
2023-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","Palantir Technologies, Inc.",90000,5e8433be-ed82-4e91-9b42-d26b66234419,https://lda.senate.gov/filings/public/filing/5e8433be-ed82-4e91-9b42-d26b66234419/print/
2023-Q4,hire,HOGAN LOVELLS US LLP,Silver Point Capital,90000,0a968d33-ecec-4b9a-bf60-212145e7c76b,https://lda.senate.gov/filings/public/filing/0a968d33-ecec-4b9a-bf60-212145e7c76b/print/
2023-Q4,hire,"BALLARD PARTNERS, LLC","iGas USA, Inc.",90000,b4d8f30f-5b94-41df-8eed-f1ef4dffaa4c,https://lda.senate.gov/filings/public/filing/b4d8f30f-5b94-41df-8eed-f1ef4dffaa4c/print/
2023-Q4,hire,TIBER CREEK GROUP,ANIVIVE LIFESCIENCES INC.,80000,2cf0def9-9347-4e84-8bd1-a85e234177c8,https://lda.senate.gov/filings/public/filing/2cf0def9-9347-4e84-8bd1-a85e234177c8/print/
2023-Q4,hire,"AVOQ, LLC",ArcelorMittal North America Holdings LLC,80000,0269775c-20e8-4ce6-a306-b53d22d4b577,https://lda.senate.gov/filings/public/filing/0269775c-20e8-4ce6-a306-b53d22d4b577/print/
2023-Q4,hire,HOGAN LOVELLS US LLP,BOOKING HOLDINGS INC.,80000,f30f2823-1d43-484c-84b6-90a2840b80c6,https://lda.senate.gov/filings/public/filing/f30f2823-1d43-484c-84b6-90a2840b80c6/print/
2023-Q4,hire,FTI GOVERNMENT AFFAIRS,CALIFORNIA APARTMENT ASSOCIATION,80000,4bea9299-6ab9-4bdf-9677-5356db03e227,https://lda.senate.gov/filings/public/filing/4bea9299-6ab9-4bdf-9677-5356db03e227/print/
2023-Q4,hire,THE VOGEL GROUP,"Gotion, Inc.",80000,51507694-d65c-4998-bd74-eef0dc3ba407,https://lda.senate.gov/filings/public/filing/51507694-d65c-4998-bd74-eef0dc3ba407/print/
2023-Q4,hire,"THE NICKLES GROUP, LLC",HEALTHCARE WORKFORCE COALITION,80000,87f2e223-649a-4ee7-9908-e6e133afd3fd,https://lda.senate.gov/filings/public/filing/87f2e223-649a-4ee7-9908-e6e133afd3fd/print/
2023-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","HOPPER (USA), INC.",80000,4a4d6acc-1555-4090-964e-7c7f700d2842,https://lda.senate.gov/filings/public/filing/4a4d6acc-1555-4090-964e-7c7f700d2842/print/
2023-Q4,hire,TIBER CREEK GROUP,"HOPPER (USA), INC.",80000,e70abcb1-f4c9-4f8d-af9b-994261b6336d,https://lda.senate.gov/filings/public/filing/e70abcb1-f4c9-4f8d-af9b-994261b6336d/print/
2023-Q4,hire,"THE MCKEON GROUP, INC.",JARIET TECHNOLOGIES,80000,3d5de3ef-6f1b-4c79-91b2-4b48812b5a83,https://lda.senate.gov/filings/public/filing/3d5de3ef-6f1b-4c79-91b2-4b48812b5a83/print/
2023-Q4,hire,BGR GOVERNMENT AFFAIRS,Kellanova,80000,2e236d67-12c0-4886-9526-2dfc017f1ee9,https://lda.senate.gov/filings/public/filing/2e236d67-12c0-4886-9526-2dfc017f1ee9/print/
2023-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP","Lake Charles Methanol II, LLC",80000,7bcb5e6b-2323-4180-bb25-78afe5c4ffd3,https://lda.senate.gov/filings/public/filing/7bcb5e6b-2323-4180-bb25-78afe5c4ffd3/print/
2023-Q4,hire,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,Medify Air,80000,7c227779-2566-4ee0-9bd3-c755181aea04,https://lda.senate.gov/filings/public/filing/7c227779-2566-4ee0-9bd3-c755181aea04/print/
2023-Q4,term,"THE MAJORITY GROUP, LLC","SAGENT M&C, LLC",800000,be4ae479-4751-4d2c-8a82-560f12ab4637,https://lda.senate.gov/filings/public/filing/be4ae479-4751-4d2c-8a82-560f12ab4637/print/
2023-Q4,term,BRACEWELL LLP,NAVIGATOR CO2 VENTURES LLC,720000,dd938d00-de4f-4f91-87fe-17bfd9e1e2e2,https://lda.senate.gov/filings/public/filing/dd938d00-de4f-4f91-87fe-17bfd9e1e2e2/print/
2023-Q4,term,SQUIRE PATTON BOGGS,WAU HOLLAND STIFTUNG,600000,7b2a471b-8e03-4ab7-ba2e-1ca34bc274a9,https://lda.senate.gov/filings/public/filing/7b2a471b-8e03-4ab7-ba2e-1ca34bc274a9/print/
2023-Q4,term,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,"Activision Blizzard, Inc.",520000,a836ce45-cc8d-4438-b932-8f0b109f72a2,https://lda.senate.gov/filings/public/filing/a836ce45-cc8d-4438-b932-8f0b109f72a2/print/
2023-Q4,term,KENNETH GEAR,Leading Builders of America,500000,7454d7c9-245e-4738-af32-5041b29ac851,https://lda.senate.gov/filings/public/filing/7454d7c9-245e-4738-af32-5041b29ac851/print/
2023-Q4,term,"HARBINGER STRATEGIES, LLC",TeamHealth,450000,494cc6a4-5e61-4202-8450-2924fa6507c8,https://lda.senate.gov/filings/public/filing/494cc6a4-5e61-4202-8450-2924fa6507c8/print/
2023-Q4,term,VENABLE LLP,GLAXOSMITHKLINE CONSUMER HEALTHCARE HOLDINGS (US) LLC DBA HALEON,430000,1fd1ccd8-f434-4f38-9742-7fc58339f22e,https://lda.senate.gov/filings/public/filing/1fd1ccd8-f434-4f38-9742-7fc58339f22e/print/
2023-Q4,term,"BALLARD PARTNERS, LLC",Africell UK Limited,390000,b4681471-9de5-4f23-82ac-464d2d9e48fc,https://lda.senate.gov/filings/public/filing/b4681471-9de5-4f23-82ac-464d2d9e48fc/print/
2023-Q4,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",National Cable Telecommunications Association,360000,a4195bca-047f-4ac8-a767-b92835a005cf,https://lda.senate.gov/filings/public/filing/a4195bca-047f-4ac8-a767-b92835a005cf/print/
2023-Q4,term,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)","RX SAVINGS, LLC DBA RX SAVINGS SOLUTIONS",360000,642dd2dc-6c3f-47ef-8c3f-cf31ab7081dc,https://lda.senate.gov/filings/public/filing/642dd2dc-6c3f-47ef-8c3f-cf31ab7081dc/print/
2023-Q4,term,THE VOGEL GROUP,JinkoSolar (U.S.) Inc.,357000,d5c3cfce-c023-4322-8fd7-cc1b079d1e03,https://lda.senate.gov/filings/public/filing/d5c3cfce-c023-4322-8fd7-cc1b079d1e03/print/
2023-Q4,term,"BALLARD PARTNERS, LLC",Alden Torch Financial LLC,320000,5fa8c9ba-285f-42df-8721-72da2ae3e824,https://lda.senate.gov/filings/public/filing/5fa8c9ba-285f-42df-8721-72da2ae3e824/print/
2023-Q4,term,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,CVS Health,320000,0e1ae5e6-a758-4958-8ff2-90ee15e1c558,https://lda.senate.gov/filings/public/filing/0e1ae5e6-a758-4958-8ff2-90ee15e1c558/print/
2023-Q4,term,ALSTON & BIRD LLP,ConocoPhillips,320000,c1f8f86f-26b7-463c-acdf-79051441e6c5,https://lda.senate.gov/filings/public/filing/c1f8f86f-26b7-463c-acdf-79051441e6c5/print/
2023-Q4,term,VENABLE LLP,Crowley Maritime Corp.,320000,5bf5419c-ae7d-4595-8371-c155162cb5d6,https://lda.senate.gov/filings/public/filing/5bf5419c-ae7d-4595-8371-c155162cb5d6/print/
2023-Q4,term,THORN RUN PARTNERS,Eli Lilly and Company,320000,ad9622c3-ede9-427c-99f9-3c75784a7454,https://lda.senate.gov/filings/public/filing/ad9622c3-ede9-427c-99f9-3c75784a7454/print/
2023-Q4,term,"TARPLIN, DOWNS & YOUNG, LLC",Healthcare Leadership Council,320000,235b3f35-a363-44f7-b279-17200ff19f43,https://lda.senate.gov/filings/public/filing/235b3f35-a363-44f7-b279-17200ff19f43/print/
2023-Q4,term,"BAY BRIDGE STRATEGIES, INC.",KLEINER PERKINS CAUFIELD & BYERS,320000,e7c763e8-9ab3-43bb-b40a-501cc2c5dc76,https://lda.senate.gov/filings/public/filing/e7c763e8-9ab3-43bb-b40a-501cc2c5dc76/print/
2023-Q4,term,ALSTON & BIRD LLP,National Association of Children's Hospitals,320000,96eab579-2a7c-47af-8bb7-e904ed2bf568,https://lda.senate.gov/filings/public/filing/96eab579-2a7c-47af-8bb7-e904ed2bf568/print/
2023-Q4,term,"TARPLIN, DOWNS & YOUNG, LLC",National Electrical Manufacturers Association,320000,708c0a78-6fff-4ca0-9c0b-8cb93d1480a9,https://lda.senate.gov/filings/public/filing/708c0a78-6fff-4ca0-9c0b-8cb93d1480a9/print/
2023-Q4,term,MCLARTY INBOUND LLC,Nitron Group LLC,320000,60857d79-c53a-47af-afe2-7b352a7cf2b8,https://lda.senate.gov/filings/public/filing/60857d79-c53a-47af-afe2-7b352a7cf2b8/print/
2023-Q4,term,"TARPLIN, DOWNS & YOUNG, LLC",One Medical,320000,67a4db33-142c-482b-a99d-74ef1671edae,https://lda.senate.gov/filings/public/filing/67a4db33-142c-482b-a99d-74ef1671edae/print/
2023-Q4,term,"THEGROUP DC, LLC","Pfizer, Inc.",320000,880754c7-4f90-4665-b987-b34f7eab9dd4,https://lda.senate.gov/filings/public/filing/880754c7-4f90-4665-b987-b34f7eab9dd4/print/
2023-Q4,term,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",THE BUILDSTRONG COALITION,320000,48f34740-86ad-49e3-a034-94aa56e94163,https://lda.senate.gov/filings/public/filing/48f34740-86ad-49e3-a034-94aa56e94163/print/
2023-Q4,term,"K&L GATES, LLP",U.S. MERCHANT MARINE ACADEMY ALUMNI ASSOCIATION AND FOUNDATION,320000,6ce65c9b-3f5c-4242-be25-e6c53ccece0c,https://lda.senate.gov/filings/public/filing/6ce65c9b-3f5c-4242-be25-e6c53ccece0c/print/
2023-Q4,term,COVINGTON & BURLING LLP,"Valneva USA, Inc.",320000,8bd99820-4500-47f4-9c37-2ace76393f11,https://lda.senate.gov/filings/public/filing/8bd99820-4500-47f4-9c37-2ace76393f11/print/
2023-Q4,term,FIERCE GOVERNMENT RELATIONS,"Verizon Communications, Inc.",320000,0c888cc3-4a17-4ac1-8c0c-f534bff21497,https://lda.senate.gov/filings/public/filing/0c888cc3-4a17-4ac1-8c0c-f534bff21497/print/
2023-Q4,term,"SONORAN POLICY GROUP, LLC D/B/A STRYK GLOBAL DIPLOMACY, FORMERLY KNOWN AS SONORA",HORIZON THERAPEUTICS (F/K/A) HORIZON PHARMA USA INC,300000,0b31f950-13ea-4420-b934-e09e258a9049,https://lda.senate.gov/filings/public/filing/0b31f950-13ea-4420-b934-e09e258a9049/print/
