quarter,date,member_name,party,state,title,url,src_file,src_line
2025-Q4,2025-12-03,Lloyd Doggett,Democrat,TX,Rep. Doggett Reacts to New GAO Report Detailing ACA Fraud Risks,https://doggett.house.gov/media/press-releases/rep-doggett-reacts-new-gao-report-detailing-aca-fraud-risks,congress_press/2025/2025-12.jsonl,378
2025-Q4,2025-12-03,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON CNN: “THESE PEOPLE ARE DESTROYING THE HEALTHCARE OF THE AMERICAN PEOPLE IN REAL TIME”,https://jeffries.house.gov/2025/12/03/leader-jeffries-on-cnn-these-people-are-destroying-the-healthcare-of-the-american-people-in-real-time/,congress_press/2025/2025-12.jsonl,397
2025-Q4,2025-12-03,Tim Kaine,Democrat,VA,"Kaine, Paul, Schumer, & Schiff File War Powers Resolution on Venezuela",https://www.kaine.senate.gov/press-releases/kaine-paul-schumer-and-schiff-file-war-powers-resolution-on-venezuela,congress_press/2025/2025-12.jsonl,509
2025-Q4,2025-12-04,Joaquin Castro,Democrat,TX,"Castro, Meeks Introduce Resolution Condemning Trump’s Pardon of Notorious Drug Trafficker",https://castro.house.gov/media-center/press-releases/castro-meeks-introduce-resolution-condemning-trumps-pardon-of-notorious-drug-trafficker,congress_press/2025/2025-12.jsonl,575
2025-Q4,2025-12-04,"Johnny Olszewski, Jr.",Democrat,MD,Olszewski to Introduce Constitutional Amendment to Rein in Presidential Pardons,https://olszewski.house.gov/media/press-releases/olszewski-introduce-constitutional-amendment-rein-presidential-pardons,congress_press/2025/2025-12.jsonl,657
2025-Q4,2025-12-04,Michael F. Bennet,Democrat,CO,Bennet Statement on Blocking 88 Trump Nominees,https://www.bennet.senate.gov/2025/12/04/bennet-statement-on-blocking-88-trump-nominees/,congress_press/2025/2025-12.jsonl,710
2025-Q4,2025-12-04,Peter Welch,Democrat,VT,Welch Leads Resolution Condemning Trump’s Pardon of Ex-Honduran President and Drug Kingpin Juan Orlando Hernández,https://www.welch.senate.gov/welch-leads-resolution-condemning-trumps-pardon-of-ex-honduran-president-and-drug-kingpin-juan-orlando-hernandez/,congress_press/2025/2025-12.jsonl,824
2025-Q4,2025-12-05,Tim Kaine,Democrat,VA,"Kaine, Colleagues Condemn Trump’s Pardon of Ex-Honduran President and Drug Kingpin Juan Orlando Hernández",https://www.kaine.senate.gov/press-releases/kaine-colleagues-condemn-trumps-pardon-of-ex-honduran-president-and-drug-kingpin-juan-orlando-hernandez,congress_press/2025/2025-12.jsonl,972
2025-Q4,2025-12-08,Lloyd Doggett,Democrat,TX,Rep. Doggett Demands Answers on Trump Failure to Address ACA Broker Fraud,https://doggett.house.gov/media/press-releases/rep-doggett-demands-answers-trump-failure-address-aca-broker-fraud,congress_press/2025/2025-12.jsonl,1028
2025-Q4,2025-12-11,Richard J. Durbin,Democrat,IL,Durbin Condemns President Trump’s Racist Comments Towards Immigrants In Senate Judiciary Committee Executive Meeting,https://www.durbin.senate.gov/newsroom/press-releases/durbin-condemns-president-trumps-racist-comments-towards-immigrants-in-senate-judiciary-committee-executive-meeting,congress_press/2025/2025-12.jsonl,1923
2025-Q4,2025-12-12,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON CNN: “ALL WE NEED ARE FOUR REPUBLICANS TO JOIN US”,https://jeffries.house.gov/2025/12/12/leader-jeffries-on-cnn-all-we-need-are-four-republicans-to-join-us/,congress_press/2025/2025-12.jsonl,2062
2025-Q4,2025-12-12,Ruben Gallego,Democrat,AZ,Gallego Leads Colleagues in Demanding Answers Over Trump’s Commutation of Convicted Fraudster David Gentile,https://www.gallego.senate.gov/news/press-releases/gallego-leads-colleagues-in-demanding-answers-over-trumps-pardon-of-convicted-fraudster-david-gentile/,congress_press/2025/2025-12.jsonl,2166
2025-Q4,2025-12-12,Jack Reed,Democrat,RI,Reed Asks DOJ Watchdog to Probe Trump Admin’s Favorable Treatment for Convicted Sex Offender Ghislaine Maxwell,https://www.reed.senate.gov/news/releases/reed-asks-doj-watchdog-to-probe-trump-admins-favorable-treatment-for-convicted-sex-offender-ghislaine-maxwell,congress_press/2025/2025-12.jsonl,2203
2025-Q4,2025-12-16,Mike Bost,Republican,IL,ILLINOIS CONGRESSIONAL REPUBLICANS URGE NO PARDON FOR MADIGAN,https://bost.house.gov/2025/12/illinois-congressional-republicans-urge-no-pardon-for-madigan,congress_press/2025/2025-12.jsonl,2409
2025-Q4,2025-12-16,Darin LaHood,Republican,IL,Illinois Congressional Republicans Urge Trump to Reject Madigan Pardon Request,https://lahood.house.gov/2025/12/illinois-congressional-republicans-urge-trump-to-reject-madigan-pardon-request,congress_press/2025/2025-12.jsonl,2464
2025-Q4,2025-12-17,Debbie Wasserman Schultz,Democrat,FL,Florida Democrats Release Statement Following Vote to Invoke the War Powers Act,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3445,congress_press/2025/2025-12.jsonl,2802
2025-Q4,2025-12-18,Richard J. Durbin,Democrat,IL,Senate Judiciary Democrats Press For Hearing On Legality Of Trump’s Extrajudicial Killings In Caribbean Sea,https://www.durbin.senate.gov/newsroom/press-releases/senate-judiciary-democrats-press-for-hearing-on-legality-of-trumps-extrajudicial-killings-in-caribbean-sea,congress_press/2025/2025-12.jsonl,3207
2025-Q4,2025-12-23,Riley M. Moore,Republican,WV,"Congressman Moore Responds to the Release of Sunday Jackson, Notes Longstanding Calls for Clemency",https://rileymoore.house.gov/media/press-releases/congressman-moore-responds-release-sunday-jackson-notes-longstanding-calls,congress_press/2025/2025-12.jsonl,3687
2025-Q4,2025-12-29,Hakeem S. Jeffries,Democrat,NY,Dear Colleague on January 6th Five-year Anniversary,https://jeffries.house.gov/2025/12/29/dear-colleague-on-january-6th-five-year-anniversary/,congress_press/2025/2025-12.jsonl,3780
2026-Q1,2026-01-03,Kathy Castor,Democrat,FL,Castor Statement on Trump Administration’s Unauthorized Actions Towards Venezuela,https://castor.house.gov/news/documentsingle.aspx?DocumentID=405113,congress_press/2026-01.jsonl,45
2026-Q1,2026-01-03,Joe Courtney,Democrat,CT,Ranking Member Courtney Statement on Venezuela,https://courtney.house.gov/media-center/press-releases/ranking-member-courtney-statement-venezuela,congress_press/2026-01.jsonl,55
2026-Q1,2026-01-03,Bill Foster,Democrat,IL,Statement on U.S. Military Operation in Venezuela,https://foster.house.gov/media/press-releases/statement-us-military-operation-venezuela,congress_press/2026-01.jsonl,71
2026-Q1,2026-01-03,Daniel S. Goldman,Democrat,NY,Representative Dan Goldman’s Statement On President Trump’s Actions In Venezuela,https://goldman.house.gov/media/press-releases/representative-dan-goldmans-statement-president-trumps-actions-venezuela,congress_press/2026-01.jsonl,78
2026-Q1,2026-01-03,Gwen Moore,Democrat,WI,Congresswoman Gwen Moore Statement on Escalations in Venezuela,https://gwenmoore.house.gov/news/documentsingle.aspx?DocumentID=5821,congress_press/2026-01.jsonl,81
2026-Q1,2026-01-03,Pramila Jayapal,Democrat,WA,Jayapal Statement Condemning Trump’s Illegal Regime Change in Venezuela,https://jayapal.house.gov/2026/01/03/jayapal-statement-condemning-trumps-illegal-regime-change-in-venezuela/,congress_press/2026-01.jsonl,87
2026-Q1,2026-01-03,Katherine M. Clark,Democrat,MA,Whip Clark Statement on Trump’s Attack on Venezuela,https://katherineclark.house.gov/press-releases?ID=32756253-2862-4C9D-A218-A7F8CFC48A5B,congress_press/2026-01.jsonl,93
2026-Q1,2026-01-03,Mike Levin,Democrat,CA,Rep. Mike Levin’s Statement on U.S. Military Operations in Venezuela,https://levin.house.gov/media/press-releases/rep-mike-levins-statement-on-us-military-operations-in-venezuela,congress_press/2026-01.jsonl,99
2026-Q1,2026-01-03,Frank J. Mrvan,Democrat,IN,Mrvan Statement on Venezuela,https://mrvan.house.gov/media/press-releases/mrvan-statement-venezuela,congress_press/2026-01.jsonl,121
2026-Q1,2026-01-03,Nancy Pelosi,Democrat,CA,Pelosi Statement on Use of U.S. Military Force in Venezuela,https://pelosi.house.gov/news/press-releases/pelosi-statement-use-us-military-force-venezuela,congress_press/2026-01.jsonl,128
2026-Q1,2026-01-03,Scott H. Peters,Democrat,CA,Rep. Peters’ Statement on Trump’s Military Action in Venezuela,https://scottpeters.house.gov/press-releases/rep-peters-statement-on-trump-s-military-action-in-venezuela,congress_press/2026-01.jsonl,140
2026-Q1,2026-01-03,Shontel M. Brown,Democrat,OH,Rep. Brown Statement on Trump Administration’s Escalating Actions in Venezuela,https://shontelbrown.house.gov/media/press-releases/rep-brown-statement-trump-administrations-escalating-actions-venezuela,congress_press/2026-01.jsonl,142
2026-Q1,2026-01-03,Michael F. Bennet,Democrat,CO,Bennet Statement on President Trump’s Military Action in Venezuela,https://www.bennet.senate.gov/2026/01/03/bennet-statement-on-president-trumps-military-action-in-venezuela/,congress_press/2026-01.jsonl,160
2026-Q1,2026-01-03,Cory A. Booker,Democrat,NJ,Booker Statement on Trump’s Occupation of Venezuela,https://www.booker.senate.gov/news/press/booker-statement-on-trumps-occupation-of-venezuela,congress_press/2026-01.jsonl,162
2026-Q1,2026-01-03,Patty Murray,Democrat,WA,"Senator Murray Responds to Trump’s Illegal Military Operation, Address to the Nation",https://www.murray.senate.gov/senator-murray-responds-to-trumps-illegal-military-operation-address-to-the-nation/,congress_press/2026-01.jsonl,177
2026-Q1,2026-01-03,Elissa Slotkin,Democrat,MI,Slotkin Statement on President Trump’s Venezuela Strikes and Ousting of Maduro,https://www.slotkin.senate.gov/2026/01/03/slotkin-statement-on-president-trumps-venezuela-strikes-and-ousting-of-maduro/,congress_press/2026-01.jsonl,182
2026-Q1,2026-01-03,Chris Van Hollen,Democrat,MD,Van Hollen Statement on Trump Strikes in Venezuela,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-statement-on-trump-strikes-in-venezuela,congress_press/2026-01.jsonl,184
2026-Q1,2026-01-03,Mark R. Warner,Democrat,VA,Senate Intelligence Vice Chairman Warner Responds to Military Action in Venezuela,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=460F170A-D5AC-4C82-B116-EE0232E99C7B,congress_press/2026-01.jsonl,185
2026-Q1,2026-01-03,Raphael G. Warnock,Democrat,GA,Warnock Statement on U.S. Strike in Venezuela,https://www.warnock.senate.gov/newsroom/press-releases/warnock-statement-on-u-s-strike-in-venezuela/,congress_press/2026-01.jsonl,187
2026-Q1,2026-01-03,Peter Welch,Democrat,VT,Welch Statement on Trump’s Military Action in Venezuela,https://www.welch.senate.gov/welch-statement-on-trumps-military-action-in-venezuela/,congress_press/2026-01.jsonl,189
2026-Q1,2026-01-04,Hakeem S. Jeffries,Democrat,NY,"LEADER JEFFRIES ON MEET THE PRESS: “AS DEMOCRATS, WE’RE COMMITTED TO DRIVING DOWN THE HIGH COST OF LIVING THAT EXISTS IN THIS COUNTRY”",https://jeffries.house.gov/2026/01/04/leader-jeffries-on-meet-the-press-as-democrats-were-committed-to-driving-down-the-high-cost-of-living-that-exists-in-this-country/,congress_press/2026-01.jsonl,194
2026-Q1,2026-01-04,Jamie Raskin,Democrat,MD,Raskin Statement on Trump’s Unconstitutional Military Strike on Venezuela,https://raskin.house.gov/2026/1/raskin-statement-on-trump-s-unconstitutional-military-strike-on-venezuela,congress_press/2026-01.jsonl,196
2026-Q1,2026-01-05,Josh Hawley,Republican,MO,2025 RECAP: Hawley Delivers Record Legislative and Casework Wins,https://www.hawley.senate.gov/2025-recap-hawley-delivers-record-legislative-and-casework-wins/,congress_press/2026-01.jsonl,248
2026-Q1,2026-01-05,Peter Welch,Democrat,VT,ICYMI: Welch Speaks About January 6th Anniversary on NPR Podcast ‘Trump’s Terms’,https://www.welch.senate.gov/icymi-welch-speaks-about-january-6th-anniversary-on-npr-podcast-trumps-terms/,congress_press/2026-01.jsonl,264
2026-Q1,2026-01-06,Gabe Amo,Democrat,RI,Amo Statement on Anniversary of January 6th Attack on U.S. Capitol and Trump’s Attempt to Overthrow Free and Fair Election,https://amo.house.gov/press-release/amo-statement-on-anniversary-of-january-6th-attack-on-us-capitol-and-trump-s-attempt-to-overthrow-free-and-fair-election,congress_press/2026-01.jsonl,268
2026-Q1,2026-01-06,Joyce Beatty,Democrat,OH,Statement from Congresswoman Joyce Beatty on the  Fifth Anniversary of the January 6 Attack on the U.S. Capitol,https://beatty.house.gov/media-center/press-releases/statement-from-congresswoman-joyce-beatty-on-the-fifth-anniversary-of-the-january-6-attack-on-the-us-capitol,congress_press/2026-01.jsonl,271
2026-Q1,2026-01-06,Bennie G. Thompson,Democrat,MS,January 6 Committee Chairman Thompson Marks Five Years Since Attack on the Capitol,https://benniethompson.house.gov/media/press-releases/january-6-committee-chairman-thompson-marks-five-years-attack-capitol,congress_press/2026-01.jsonl,272
2026-Q1,2026-01-06,Emanuel Cleaver,Democrat,MO,Congressman Cleaver’s Statement on the 5th Anniversary of the January 6th Insurrection,https://cleaver.house.gov/media-center/press-releases/congressman-cleavers-statement-5th-anniversary-january-6th-insurrection,congress_press/2026-01.jsonl,281
2026-Q1,2026-01-06,Steve Cohen,Democrat,TN,Congressman Cohen Questions Witnesses and Testifies at a Hearing on the Fifth Anniversary of the Attack on the U.S. Capitol,https://cohen.house.gov/media-center/press-releases/congressman-cohen-questions-witnesses-and-testifies-hearing-fifth,congress_press/2026-01.jsonl,283
2026-Q1,2026-01-06,Rosa L. DeLauro,Democrat,CT,DeLauro Statement on Fifth Anniversary of January 6 Insurrection at the United States Capitol,https://delauro.house.gov/media-center/press-releases/delauro-statement-fifth-anniversary-january-6-insurrection-united,congress_press/2026-01.jsonl,287
2026-Q1,2026-01-06,Sarah Elfreth,Democrat,MD,Elfreth Statement on the January 6th Anniversary,https://elfreth.house.gov/media/press-releases/elfreth-statement-january-6th-anniversary,congress_press/2026-01.jsonl,290
2026-Q1,2026-01-06,Veronica Escobar,Democrat,TX,Congresswoman Escobar Testifies at January 6th Hearing,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=3018,congress_press/2026-01.jsonl,291
2026-Q1,2026-01-06,"Henry C. ""Hank"" Johnson, Jr.",Democrat,GA,Congressman Johnson’s Statement on the Fifth Anniversary of the January 6th Capitol Insurrection,https://hankjohnson.house.gov/media-center/press-releases/congressman-johnsons-statement-fifth-anniversary-january-6th-capitol,congress_press/2026-01.jsonl,301
2026-Q1,2026-01-06,Steny H. Hoyer,Democrat,MD,Hoyer Statement Marking Five Years After the Attack on the U.S. Capitol,https://hoyer.house.gov/media/press-releases/hoyer-statement-marking-five-years-after-attack-us-capitol,congress_press/2026-01.jsonl,305
2026-Q1,2026-01-06,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON MS NOW: “THE TRUMP ADMINISTRATION HAS NOT BEEN FOCUSED ON IMPROVING THE QUALITY OF LIFE OF EVERYDAY AMERICANS”,https://jeffries.house.gov/2026/01/06/leader-jeffries-on-ms-now-the-trump-administration-has-not-been-focused-on-improving-the-quality-of-life-of-everyday-americans/,congress_press/2026-01.jsonl,307
2026-Q1,2026-01-06,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON THE CAPITOL STEPS: “WE WILL NEVER ALLOW A VIOLENT INSURRECTION TO TAKE PLACE ON AMERICAN SOIL AGAIN”,https://jeffries.house.gov/2026/01/06/leader-jeffries-on-the-capitol-steps-we-will-never-allow-a-violent-insurrection-to-take-place-on-american-soil-again/,congress_press/2026-01.jsonl,308
2026-Q1,2026-01-06,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES: “THE JANUARY 6 VIOLENT ATTACK ON THE CAPITOL WILL BE SHAMEFUL ALWAYS AND FOREVER”,https://jeffries.house.gov/2026/01/06/leader-jeffries-the-january-6-violent-attack-on-the-capitol-will-be-shameful-always-and-forever/,congress_press/2026-01.jsonl,310
2026-Q1,2026-01-06,Katherine M. Clark,Democrat,MA,Whip Clark Statement Marking 5 Years Since the January 6th Insurrection,https://katherineclark.house.gov/press-releases?ID=9009F208-BDF2-4745-BE4B-A2C0AC392D5D,congress_press/2026-01.jsonl,313
2026-Q1,2026-01-06,John B. Larson,Democrat,CT,Larson Statement on the Fifth Anniversary of the January 6th Insurrection at the United States Capitol,https://larson.house.gov/media-center/press-releases/larson-statement-fifth-anniversary-january-6th-insurrection-united,congress_press/2026-01.jsonl,317
2026-Q1,2026-01-06,Ted Lieu,Democrat,CA,REP LIEU HONORS 5 YEARS SINCE JANUARY 6,https://lieu.house.gov/media-center/press-releases/rep-lieu-honors-5-years-january-6,congress_press/2026-01.jsonl,318
2026-Q1,2026-01-06,Betty McCollum,Democrat,MN,U.S. Rep. Betty McCollum Statement on Fifth Anniversary of January 6 Insurrection,https://mccollum.house.gov/media/press-releases/us-rep-betty-mccollum-statement-fifth-anniversary-january-6-insurrection,congress_press/2026-01.jsonl,327
2026-Q1,2026-01-06,"Frank Pallone, Jr.",Democrat,NJ,"Pallone Commemorates Anniversary of January 6 Insurrection, Demands an End to Republicans’ Efforts to Rewrite History",https://pallone.house.gov/media/press-releases/pallone-commemorates-anniversary-january-6-insurrection-demands-end,congress_press/2026-01.jsonl,332
2026-Q1,2026-01-06,Chris Pappas,Democrat,NH,Pappas Statement on January 6th Anniversary,https://pappas.house.gov/media/press-releases/pappas-statement-on-january-6th-anniversary,congress_press/2026-01.jsonl,333
2026-Q1,2026-01-06,Nancy Pelosi,Democrat,CA,Pelosi Statement on Five Years Since January 6th Insurrection,https://pelosi.house.gov/news/press-releases/pelosi-statement-five-years-january-6th-insurrection,congress_press/2026-01.jsonl,334
2026-Q1,2026-01-06,Robin L. Kelly,Democrat,IL,Rep. Kelly shares testimony five years after January 6 insurrection,https://robinkelly.house.gov/media-center/press-releases/rep-kelly-shares-testimony-five-years-after-january-6-insurrection,congress_press/2026-01.jsonl,338
2026-Q1,2026-01-06,Deborah K. Ross,Democrat,NC,Congresswoman Ross Statement on the Fifth Anniversary of the January 6th Attack on the U.S. Capitol,https://ross.house.gov/2026/1/congresswoman-ross-statement-on-the-fifth-anniversary-of-the-january-6th-attack-on-the-u-s-capitol,congress_press/2026-01.jsonl,339
2026-Q1,2026-01-06,Terri A. Sewell,Democrat,AL,Rep. Sewell Testifies at Hearing Marking Five Years Since the January 6th Insurrection,https://sewell.house.gov/2026/1/rep-sewell-testifies-at-hearing-marking-five-years-since-the-january-6th-insurrection,congress_press/2026-01.jsonl,343
2026-Q1,2026-01-06,Summer L. Lee,Democrat,PA,Rep. Summer Lee Condemns Attacks on Democracy on Fifth Anniversary of January 6 Insurrection,https://summerlee.house.gov/newsroom/press-releases/rep-summer-lee-condemns-attacks-on-democracy-on-fifth-anniversary-of-january-6-insurrection,congress_press/2026-01.jsonl,347
2026-Q1,2026-01-06,Emilia Strong Sykes,Democrat,OH,Statement from Rep. Sykes on the Fifth Anniversary of the January 6th Insurrection,https://sykes.house.gov/media/press-releases/statement-from-rep-sykes-on-the-fifth-anniversary-of-the-january-6th-insurrection,congress_press/2026-01.jsonl,349
2026-Q1,2026-01-06,Paul Tonko,Democrat,NY,Tonko Marks 5 Years Since January 6th Attack on U.S. Capitol,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4512,congress_press/2026-01.jsonl,351
2026-Q1,2026-01-06,Norma J. Torres,Democrat,CA,"On Fifth Anniversary of January 6 Insurrection, Rep. Norma Torres Introduces Legislation to Defend Democracy, Ensure Accountability, and Pre",https://torres.house.gov/media-center/press-releases/on-fifth-anniversary-of-january-6-insurrection-rep-norma-torres-introduces-legislation-to-defend-democracy-ensure-accountability-and-preserve-the-truth,congress_press/2026-01.jsonl,352
2026-Q1,2026-01-06,Richard Blumenthal,Democrat,CT,Video: Blumenthal Marks Five Year Anniversary of January 6 Insurrection,https://www.blumenthal.senate.gov/newsroom/press/release/video-blumenthal-marks-five-year-anniversary-of-january-6-insurrection,congress_press/2026-01.jsonl,357
2026-Q1,2026-01-06,Cory A. Booker,Democrat,NJ,"Booker in New Video Marks 5th Anniversary of Jan. 6, Condemns Trump’s Corrupt Use of Presidential Pardons",https://www.booker.senate.gov/news/press/booker-in-new-video-marks-5th-anniversary-of-jan-6-condemns-trumps-corrupt-use-of-presidential-pardons,congress_press/2026-01.jsonl,358
2026-Q1,2026-01-06,Richard J. Durbin,Democrat,IL,Durbin Statement On Fifth Anniversary Of The January 6th Insurrection At The U.S. Capitol,https://www.durbin.senate.gov/newsroom/press-releases/durbin-statement-on-fifth-anniversary-of-the-january-6th-insurrection-at-the-us-capitol,congress_press/2026-01.jsonl,362
2026-Q1,2026-01-06,Margaret Wood Hassan,Democrat,NH,Senator Hassan Takes to Senate Floor on Fifth Anniversary of January 6th Insurrection,https://www.hassan.senate.gov/news/press-releases/senator-hassan-takes-to-senate-floor-on-fifth-anniversary-of-january-6th-insurrection,congress_press/2026-01.jsonl,370
2026-Q1,2026-01-06,Martin Heinrich,Democrat,NM,Heinrich Statement on 5 Years Since January 6 Insurrection,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-statement-on-5-years-since-january-6-insurrection,congress_press/2026-01.jsonl,372
2026-Q1,2026-01-06,Tim Kaine,Democrat,VA,Kaine Statement on Fifth Anniversary of Jan. 6 Capitol Attack,https://www.kaine.senate.gov/press-releases/kaine-statement-on-fifth-anniversary-of-jan-6-capitol-attack,congress_press/2026-01.jsonl,374
2026-Q1,2026-01-06,Tim Kaine,Democrat,VA,Video: Kaine Honors Five Virginia Police Officers Lost as a Result of Jan. 6 Insurrection and Condemns Trump’s Efforts to Rewrite History,https://www.kaine.senate.gov/press-releases/video-kaine-honors-five-virginia-police-officers-lost-as-a-result-of-jan-6-insurrection-and-condemns-trumps-efforts-to-rewrite-history,congress_press/2026-01.jsonl,375
2026-Q1,2026-01-06,Tim Kaine,Democrat,VA,"Video: Kaine Slams Trump’s Illegal, Unpopular, Likely Corrupt War Against Venezuela on Senate Floor",https://www.kaine.senate.gov/press-releases/video-kaine-slams-trumps-illegal-unpopular-likely-corrupt-war-against-venezuela-on-senate-floor,congress_press/2026-01.jsonl,376
2026-Q1,2026-01-06,Mark Kelly,Democrat,AZ,"WATCH: In a Senate Floor Speech, Kelly Reflects on January 6th Capitol Insurrection, Condemns Efforts to Rewrite History",https://www.kelly.senate.gov/newsroom/press-releases/watch-in-a-senate-floor-speech-kelly-reflects-on-january-6th-capitol-insurrection-condemns-efforts-to-rewrite-history/,congress_press/2026-01.jsonl,378
2026-Q1,2026-01-06,Amy Klobuchar,Democrat,MN,Klobuchar Statement on the 5th Anniversary of January 6 Insurrection,https://www.klobuchar.senate.gov/public/index.cfm/news-releases?ID=7D1F42D7-A7FB-4F12-B32D-2611149ADAE7,congress_press/2026-01.jsonl,379
2026-Q1,2026-01-06,Ben Ray Luján,Democrat,NM,Luján Statement on 5th Anniversary of January 6 Attack on U.S. Capitol,https://www.lujan.senate.gov/newsroom/press-releases/lujan-statement-on-5th-anniversary-of-january-6-attack-on-u-s-capitol/,congress_press/2026-01.jsonl,380
2026-Q1,2026-01-06,Patty Murray,Democrat,WA,"On 5 Year Anniversary of January 6th Insurrection, Senator Murray Slams Trump Pardons of Violent Criminals & Calls on Congress & Americans t",https://www.murray.senate.gov/on-5-year-anniversary-of-january-6th-insurrection-senator-murray-slams-trump-pardons-of-violent-criminals-calls-on-congress-americans-to-stand-up-for-democracy/,congress_press/2026-01.jsonl,384
2026-Q1,2026-01-06,Alex Padilla,Democrat,CA,"Padilla, Whitehouse Introduce Bills to Ban Taxpayer Payouts for January 6 Rioters",https://www.padilla.senate.gov/newsroom/press-releases/padilla-whitehouse-introduce-bills-to-ban-taxpayer-payouts-for-january-6-rioters/,congress_press/2026-01.jsonl,386
2026-Q1,2026-01-06,Alex Padilla,Democrat,CA,WATCH: Padilla Leads Senate Floor Push to Set the Record Straight on Fifth Anniversary of January 6 Insurrection,https://www.padilla.senate.gov/newsroom/press-releases/watch-padilla-leads-senate-floor-push-to-set-the-record-straight-on-fifth-anniversary-of-january-6-insurrection/,congress_press/2026-01.jsonl,388
2026-Q1,2026-01-06,Gary C. Peters,Democrat,MI,Peters Speaks on Senate Floor to Reflect on the Five-Year Anniversary of the January 6th Attack on the U.S. Capitol,https://www.peters.senate.gov/newsroom/press-releases/peters-speaks-on-senate-floor-to-reflect-on-the-five-year-anniversary-of-the-january-6th-attack-on-the-us-capitol,congress_press/2026-01.jsonl,389
2026-Q1,2026-01-06,Jack Reed,Democrat,RI,"Reed Cosponsors Padilla, Whitehouse Bills to Ban Taxpayer Payouts for January 6 Rioters",https://www.reed.senate.gov/news/releases/reed-cosponsors-padilla-whitehouse-bills-to-ban-taxpayer-payouts-for-january-6-rioters,congress_press/2026-01.jsonl,391
2026-Q1,2026-01-06,Jack Reed,Democrat,RI,Reed Statement on 5th Anniversary of Brutal January 6 Insurrection,https://www.reed.senate.gov/news/releases/reed-statement-on-5th-anniversary-of-brutal-january-6-insurrection,congress_press/2026-01.jsonl,392
2026-Q1,2026-01-06,Peter Welch,Democrat,VT,Welch Joins Bills to Ban Taxpayer Payouts for January 6 Rioters,https://www.welch.senate.gov/welch-joins-bills-to-ban-taxpayer-payouts-for-january-6-rioters/,congress_press/2026-01.jsonl,401
2026-Q1,2026-01-06,Peter Welch,Democrat,VT,Welch Reflects on Five-Year Anniversary of January 6th Insurrection,https://www.welch.senate.gov/welch-reflects-on-five-year-anniversary-of-january-6th-insurrection/,congress_press/2026-01.jsonl,402
2026-Q1,2026-01-06,Peter Welch,Democrat,VT,"Welch Speaks on the Senate Floor About January 6th Insurrection, Calls for Accountability",https://www.welch.senate.gov/welch-speaks-on-the-senate-floor-about-january-6th-insurrection-calls-for-accountability/,congress_press/2026-01.jsonl,403
2026-Q1,2026-01-07,John Kennedy,Republican,LA,Kennedy Delivers Floor Speech Marking Fifth Anniversary of January 6th Capitol Attacks,https://kennedy.house.gov/news/documentsingle.aspx?DocumentID=2345,congress_press/2026-01.jsonl,464
2026-Q1,2026-01-08,Don Bacon,Republican,NE,ICYMI: Bacon Op-ed in The New York Times: Trump Needs to Change Course on Venezuela,https://bacon.house.gov/news/documentsingle.aspx?DocumentID=2846,congress_press/2026-01.jsonl,593
2026-Q1,2026-01-08,Steve Cohen,Democrat,TN,Congressman Cohen Demands Answers about ICE Training and Qualifications,https://cohen.house.gov/media-center/press-releases/congressman-cohen-demands-answers-about-ice-training-and-qualifications,congress_press/2026-01.jsonl,639
2026-Q1,2026-01-08,Sydney Kamlager-Dove,Democrat,CA,Kamlager-Dove Slams Judiciary Republicans on Response to Murder of Renee Good,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-slams-judiciary-republicans-response-murder-renee-good,congress_press/2026-01.jsonl,727
2026-Q1,2026-01-08,Jeff Merkley,Democrat,OR,Wyden and Merkley Introduce Bills to Ban Taxpayer Payouts for January 6 Insurrectionists,https://www.merkley.senate.gov/wyden-and-merkley-introduce-bills-to-ban-taxpayer-payouts-for-january-6-insurrectionists/,congress_press/2026-01.jsonl,925
2026-Q1,2026-01-08,Patty Murray,Democrat,WA,"In Floor Speech on War Powers Vote, Senator Murray Condemns Trump’s Brazen & Unconstitutional Act of War in Venezuela, Calls on Congress to ",https://www.murray.senate.gov/in-floor-speech-on-war-powers-vote-senator-murray-condemns-trumps-brazen-unconstitutional-act-of-war-in-venezuela-calls-on-congress-to-restrain-trumps-war-mongering/,congress_press/2026-01.jsonl,928
2026-Q1,2026-01-08,Ron Wyden,Democrat,OR,Wyden and Merkley Introduce Bills to Ban Taxpayer Payouts for January 6 Insurrectionists,https://www.wyden.senate.gov/news/press-releases/wyden-and-merkley-introduce-bills-to-ban-taxpayer-payouts-for-january-6-insurrectionists,congress_press/2026-01.jsonl,952
